CHROMOSOME	START	END	STRAND	GENE_ID	GENE_NAME
22	38226862	38245334	-	ENSG00000100124.15_5	ANKRD54
22	38244875	38285414	+	ENSG00000100129.18_7	EIF3L
22	38272155	38291570	+	ENSG00000279738.1_7	AL022311.1
22	38301664	38338829	+	ENSG00000100139.13_6	MICALL1
22	38339057	38340905	+	ENSG00000278948.1_5	AL031587.5
22	38339057	38349676	-	ENSG00000128346.11_8	C22orf23
22	38346972	38347785	+	ENSG00000272582.1_7	AL031587.3
22	38348614	38437922	+	ENSG00000100142.15_5	POLR2F
22	38366693	38383429	-	ENSG00000100146.18_5	SOX10
22	38428172	38430235	-	ENSG00000222044.1_7	AL031587.1
22	38439237	38439927	+	ENSG00000273214.1_6	AL031587.4
22	38452318	38471708	+	ENSG00000100151.16_4	PICK1
22	38453187	38469947	-	ENSG00000233739.1_7	AL031587.2
22	38474141	38480100	-	ENSG00000100156.10_6	SLC16A8
22	38480907	38506691	-	ENSG00000128298.17_5	BAIAP2L2
22	38486134	38487566	+	ENSG00000272720.1_6	AL022322.1
22	38507502	38610785	-	ENSG00000184381.20_7	PLA2G6
22	38526223	38546619	+	ENSG00000279080.1_6	AL022322.2
22	38596774	38612514	+	ENSG00000185022.12_7	MAFF
22	38615298	38669016	-	ENSG00000198792.13_7	TMEM184B
22	38627326	38628254	+	ENSG00000235246.1_6	AL020993.1
22	38686697	38714089	-	ENSG00000213923.13_8	CSNK1E
22	38687924	38794527	-	ENSG00000283900.1_5	TPTEP2-CSNK1E
22	38731767	38794934	-	ENSG00000244627.5_7	TPTEP2
22	38783923	38784862	-	ENSG00000229955.1_8	Z98749.1
22	38812570	38819938	-	ENSG00000286144.1_3	Z97056.2
22	38820293	38823341	+	ENSG00000228620.1_6	Z97056.1
22	38822332	38851205	-	ENSG00000168135.4_4	KCNJ4
22	38830312	38832691	+	ENSG00000286440.1_2	Z97056.3
22	38864083	38879452	+	ENSG00000100196.11_3	KDELR3
22	38879443	38903665	-	ENSG00000100201.21_6	DDX17
22	38914953	38966209	-	ENSG00000100206.10_4	DMC1
22	38970936	38971436	-	ENSG00000224279.2_5	RPS29P31
22	38974125	39052634	-	ENSG00000184949.16_7	FAM227A
22	39052641	39069859	+	ENSG00000100211.10_2	CBY1
22	39062513	39064755	-	ENSG00000230912.1_8	AL021707.4
22	39063590	39077852	-	ENSG00000228274.4_8	AL021707.2
22	39071881	39073805	+	ENSG00000287219.1_1	AL021707.9
22	39077962	39081426	+	ENSG00000100216.6_3	TOMM22
22	39081548	39097561	-	ENSG00000100221.10_4	JOSD1
22	39101747	39134304	+	ENSG00000100226.16_5	GTPBP1
22	39118748	39119510	-	ENSG00000229598.1_4	PRDX3P1
22	39130730	39134770	+	ENSG00000244491.1_7	AL021707.5
22	39130730	39190148	-	ENSG00000100242.15_5	SUN2
22	39130735	39134995	+	ENSG00000230149.2_7	AL021707.3
22	39132615	39132797	-	ENSG00000273096.1_7	AL021707.8
22	39135008	39145046	+	ENSG00000225450.1_7	AL021707.1
22	39138630	39139120	+	ENSG00000272669.1_7	AL021707.6
22	39139500	39139915	+	ENSG00000273076.1_7	AL021707.7
22	39174513	39190203	-	ENSG00000100246.13_5	DNAL4
22	39214457	39240033	-	ENSG00000221890.4_6	NPTXR
22	39257427	39268254	-	ENSG00000183741.12_4	CBX6
22	39282842	39299799	+	ENSG00000288106.1_1	AL022318.5
22	39317232	39320713	+	ENSG00000235209.1_6	AL022318.1
22	39348746	39388783	+	ENSG00000128383.13_4	APOBEC3A
22	39378352	39388809	+	ENSG00000179750.16_4	APOBEC3B
22	39387564	39394214	-	ENSG00000249310.2_7	APOBEC3B-AS1
22	39410262	39416357	+	ENSG00000244509.4_3	APOBEC3C
22	39410368	39429281	+	ENSG00000284554.2_4	AL022318.4
22	39417118	39429282	+	ENSG00000243811.10_4	APOBEC3D
22	39436609	39451977	+	ENSG00000128394.17_3	APOBEC3F
22	39466419	39466676	+	ENSG00000259421.1_5	AL022318.2
22	39473072	39483748	+	ENSG00000239713.9_3	APOBEC3G
22	39487591	39488860	+	ENSG00000225720.6_5	AL031846.1
22	39493229	39500072	+	ENSG00000100298.15_2	APOBEC3H
22	39516172	39548685	-	ENSG00000100307.13_6	CBX7
22	39516298	39516571	-	ENSG00000226024.1_4	COX5BP7
22	39529095	39532765	+	ENSG00000279833.1_6	AL031846.2
22	39551530	39551950	+	ENSG00000227009.1_4	FUNDC2P4
22	39619364	39640987	-	ENSG00000100311.17_6	PDGFB
22	39638193	39675902	+	ENSG00000284633.1_1	AL031590.1
22	39688993	39691594	+	ENSG00000224794.2_6	AL022326.1
22	39708887	39716394	-	ENSG00000100316.16_6	RPL3
22	39745930	39781580	+	ENSG00000100321.15_6	SYNGR1
22	39775615	39776020	+	ENSG00000280216.1_6	AL022326.2
22	39795783	39833065	+	ENSG00000100324.14_3	TAB1
22	39853017	39888199	+	ENSG00000128268.12_3	MGAT3
22	39871812	39872827	-	ENSG00000227188.1_7	MGAT3-AS1
22	39895437	39914137	+	ENSG00000100335.15_7	MIEF1
22	39900236	39900448	+	ENSG00000285025.1_2	AL022312.1
22	39915700	39918690	+	ENSG00000128272.14_3	ATF4
22	39925098	39928766	-	ENSG00000187051.9_4	RPS19BP1
22	39966758	40085740	+	ENSG00000100346.18_3	CACNA1I
22	40139049	40289868	-	ENSG00000176177.10_4	ENTHD1
22	40146132	40147298	+	ENSG00000235647.1_5	AL022319.1
22	40271293	40272112	+	ENSG00000226085.3_4	UQCRFS1P1
22	40297088	40369725	+	ENSG00000100351.17_4	GRAP2
22	40356401	40360722	+	ENSG00000225528.3_7	Z82206.1
22	40390958	40439538	+	ENSG00000133477.17_4	FAM83F
22	40439072	40440534	-	ENSG00000261202.1_6	Z83847.1
22	40440821	40731812	+	ENSG00000100354.21_7	TNRC6B
22	40502329	40503070	-	ENSG00000228599.1_4	RPL7P52
22	40742504	40786467	+	ENSG00000239900.12_4	ADSL
22	40742533	40806058	+	ENSG00000284431.1_4	AL022238.4
22	40766595	40806293	+	ENSG00000100359.21_4	SGSM3
22	40768668	40784294	-	ENSG00000229999.6_7	AL022238.2
22	40806285	41032723	-	ENSG00000196588.18_8	MRTFA
22	40811007	40811449	+	ENSG00000272834.1_6	AL022238.3
22	40829140	40829645	+	ENSG00000227413.1_5	AL022238.1
22	40917804	40922711	+	ENSG00000232564.3_6	MRTFA-AS1
22	40965290	40965899	+	ENSG00000172912.4_4	COX6B1P3
22	40982704	40984007	-	ENSG00000230071.2_4	RPL4P6
22	41069488	41070455	-	ENSG00000231907.2_4	GAPDHP37
22	41074754	41078818	+	ENSG00000128285.4_2	MCHR1
22	41165634	41215403	-	ENSG00000100372.15_6	SLC25A17
22	41184781	41185271	-	ENSG00000230769.1_5	Z98048.1
22	41194043	41194289	+	ENSG00000233603.1_4	JTBP1
22	41220539	41252643	-	ENSG00000100380.14_5	ST13
22	41253081	41328819	+	ENSG00000196236.13_3	XPNPEP3
22	41255553	41258117	-	ENSG00000172404.5_4	DNAJB7
22	41347351	41369313	+	ENSG00000100387.9_3	RBX1
22	41460056	41460637	+	ENSG00000237214.3_6	AL080243.4
22	41470184	41471243	-	ENSG00000213857.3_6	AL080243.2
22	41488596	41576081	+	ENSG00000100393.14_5	EP300
22	41565194	41579148	-	ENSG00000232754.1_8	AL035658.1
22	41570595	41593460	-	ENSG00000231993.1_8	EP300-AS1
22	41585731	41586192	-	ENSG00000215771.2_4	LRRC37A14P
22	41601286	41627275	+	ENSG00000100395.15_3	L3MBTL2
22	41603596	41624504	-	ENSG00000235513.2_7	L3MBTL2-AS1
22	41625514	41636935	-	ENSG00000100399.16_5	CHADL
22	41641615	41682255	-	ENSG00000100401.19_4	RANGAP1
22	41697529	41756151	+	ENSG00000100403.12_3	ZC3H7B
22	41763337	41795330	+	ENSG00000167074.15_3	TEF
22	41826938	41827379	+	ENSG00000273424.1_6	AL008582.1
22	41829498	41842805	-	ENSG00000183864.5_5	TOB2
22	41855721	41864696	-	ENSG00000100410.8_4	PHF5A
22	41865121	41924993	+	ENSG00000100412.16_3	ACO2
22	41921803	41940610	-	ENSG00000100413.17_4	POLR3H
22	41947714	41956909	-	ENSG00000286491.1_2	AL023553.1
22	41957014	41973745	+	ENSG00000172346.15_3	CSDC2
22	41972904	41985875	-	ENSG00000100417.12_4	PMM1
22	41994032	42017047	-	ENSG00000100418.8_4	DESI1
22	42017123	42060052	+	ENSG00000196419.12_2	XRCC6
22	42069937	42086508	-	ENSG00000100138.15_6	SNU13
22	42072749	42073129	-	ENSG00000285531.1_1	Z83840.2
22	42084881	42094140	+	ENSG00000184208.12_5	C22orf46
22	42095507	42195460	+	ENSG00000167077.13_5	MEI1
22	42105229	42105493	-	ENSG00000231261.1_4	HMGN2P10
22	42196683	42222303	+	ENSG00000100147.13_3	CCDC134
22	42227219	42230669	-	ENSG00000184068.2_7	SREBF2-AS1
22	42229083	42303311	+	ENSG00000198911.12_5	SREBF2
22	42305558	42310671	-	ENSG00000234965.2_5	SHISA8
22	42318027	42322822	-	ENSG00000159958.6_4	TNFRSF13C
22	42334741	42343156	-	ENSG00000100162.15_4	CENPM
22	42348178	42354937	+	ENSG00000205704.7_5	LINC00634
22	42365479	42394225	+	ENSG00000100167.20_5	SEPTIN3
22	42377308	42378221	-	ENSG00000224883.1_7	Z99716.1
22	42394729	42454460	+	ENSG00000183066.14_6	WBP2NL
22	42396450	42397995	-	ENSG00000215347.4_5	SLC25A5P1
22	42454338	42466846	-	ENSG00000198951.12_4	NAGA
22	42466953	42467492	+	ENSG00000286659.1_2	Z99716.2
22	42470252	42475442	+	ENSG00000177096.9_5	PHETA2
22	42475695	42480288	+	ENSG00000183172.9_3	SMDT1
22	42481530	42486888	-	ENSG00000184983.11_8	NDUFA6
22	42485634	42486032	-	ENSG00000270083.1_7	AL021878.2
22	42486935	42533751	+	ENSG00000237037.9_6	NDUFA6-DT
22	42503769	42504957	-	ENSG00000213790.2_4	OLA1P1
22	42522501	42526883	-	ENSG00000100197.22_6	CYP2D6
22	42528550	42529005	+	ENSG00000227370.1_5	AC254562.1
22	42532442	42535938	-	ENSG00000232710.1_9	AC254562.2
22	42534069	42535737	+	ENSG00000281538.1_9	AC254562.3
22	42536214	42545446	-	ENSG00000205702.11_6	CYP2D7
22	42545877	42551007	-	ENSG00000226450.2_5	CYP2D8P
22	42556019	42739622	-	ENSG00000100207.18_6	TCF20
22	42665709	42675540	+	ENSG00000182057.5_6	OGFRP1
22	42760396	42765290	-	ENSG00000229891.2_6	LINC01315
22	42776413	42828409	-	ENSG00000235568.7_3	NFAM1
22	42834029	42842201	+	ENSG00000230107.1_6	AL022316.1
22	42896574	42908566	+	ENSG00000172250.16_5	SERHL
22	42904350	42915802	-	ENSG00000189306.11_4	RRP7A
22	42949623	42970388	+	ENSG00000183569.18_4	SERHL2
22	42951229	42978044	-	ENSG00000182841.12_5	RRP7BP
22	42979727	43010968	-	ENSG00000100227.18_5	POLDIP3
22	43011250	43011913	+	ENSG00000270022.3_6	Z93241.1
22	43013846	43045398	-	ENSG00000100243.21_5	CYB5R3
22	43035809	43036607	-	ENSG00000249222.1_6	ATP5MGL
22	43088127	43117304	-	ENSG00000128274.17_5	A4GALT
22	43172412	43173302	-	ENSG00000234009.1_4	RPL5P34
22	43180468	43183106	+	ENSG00000229608.1_4	GOLGA2P4
22	43187820	43190319	-	ENSG00000274717.1_6	AL049757.2
22	43192508	43254112	-	ENSG00000242247.11_5	ARFGAP3
22	43231418	43411155	-	ENSG00000100266.19_5	PACSIN2
22	43249409	43249805	-	ENSG00000226989.1_5	AL049758.1
22	43434591	43448372	+	ENSG00000230319.1_6	AL022476.1
22	43435522	43485425	-	ENSG00000100271.17_4	TTLL1
22	43488173	43488530	+	ENSG00000234735.1_5	AL022237.1
22	43506756	43525718	+	ENSG00000100290.3_3	BIK
22	43528215	43539404	-	ENSG00000100294.13_6	MCAT
22	43547553	43559248	+	ENSG00000100300.18_4	TSPO
22	43562628	43583140	-	ENSG00000100304.13_5	TTLL12
22	43593286	43739378	-	ENSG00000159307.19_5	SCUBE1
22	43608680	43609667	+	ENSG00000236272.1_6	Z82214.2
22	43628147	43635016	+	ENSG00000234892.1_6	Z82214.1
22	43671961	43679836	+	ENSG00000203527.2_5	Z99756.1
22	43796337	43805687	+	ENSG00000236117.1_5	LINC01639
22	43807202	43903728	+	ENSG00000186732.14_5	MPPED1
22	43903704	43909607	-	ENSG00000286801.1_2	BX546033.1
22	43911987	43955943	+	ENSG00000223843.5_6	EFCAB6-AS1
22	43924624	44208217	-	ENSG00000186976.15_6	EFCAB6
22	44155079	44155790	-	ENSG00000233157.1_5	Z97055.1
22	44198424	44198652	+	ENSG00000180150.5_4	HMGN2P9
22	44208336	44213274	+	ENSG00000261251.1_6	Z97055.2
22	44220389	44258393	-	ENSG00000130540.14_4	SULT4A1
22	44275558	44287893	-	ENSG00000100341.12_4	PNPLA5
22	44319672	44360368	+	ENSG00000100344.11_4	PNPLA3
22	44351322	44406411	+	ENSG00000100347.15_4	SAMM50
22	44352907	44353228	+	ENSG00000224856.2_5	AL035398.1
22	44395091	44568829	+	ENSG00000188677.14_6	PARVB
22	44498659	44512112	+	ENSG00000279175.1_6	AL033543.1
22	44535245	44549506	+	ENSG00000280434.1_7	AL031595.3
22	44568836	44615413	+	ENSG00000138964.17_5	PARVG
22	44578911	44583619	-	ENSG00000279933.1_5	AL031595.1
22	44606322	44625392	-	ENSG00000280011.1_6	AL031595.2
22	44639545	44708831	-	ENSG00000138944.8_5	SHISAL1
22	44761431	44762164	+	ENSG00000220702.1_6	Z85994.1
22	44809365	44810694	-	ENSG00000236079.1_6	Z85994.2
22	44839207	44840668	+	ENSG00000232655.1_5	LINC01656
22	44879375	44879597	-	ENSG00000228807.1_4	MRPS18CP6
22	44882175	44882794	-	ENSG00000279642.1_5	AL023973.1
22	44888463	44894113	-	ENSG00000188636.4_7	RTL6
22	44962845	44964127	+	ENSG00000215333.3_4	KRT18P23
22	44965175	44968333	+	ENSG00000187012.11_3	LINC00207
22	45002819	45021299	-	ENSG00000234300.1_7	LINC00229
22	45047715	45048259	+	ENSG00000231801.2_4	ANP32BP2
22	45064427	45133561	+	ENSG00000186654.21_6	PRR5
22	45098113	45258586	+	ENSG00000248405.10_7	PRR5-ARHGAP8
22	45148438	45258668	+	ENSG00000241484.9_5	ARHGAP8
22	45277042	45405886	-	ENSG00000056487.16_6	PHF21B
22	45297427	45298351	+	ENSG00000223730.1_5	Z83838.1
22	45396446	45399500	-	ENSG00000230922.1_8	AL079301.1
22	45528901	45559662	-	ENSG00000226328.7_7	NUP50-DT
22	45551420	45551892	-	ENSG00000273243.1_7	Z82243.1
22	45559806	45583898	+	ENSG00000093000.19_4	NUP50
22	45574871	45575191	+	ENSG00000273353.1_7	AL008718.3
22	45586219	45636650	-	ENSG00000100364.18_5	KIAA0930
22	45658154	45659466	-	ENSG00000273287.2_6	AL008718.2
22	45671480	45671966	+	ENSG00000213752.3_5	AL008718.1
22	45680830	45691755	+	ENSG00000100373.10_4	UPK3A
22	45704849	45737836	+	ENSG00000100376.12_3	FAM118A
22	45739944	45809500	-	ENSG00000077935.17_4	SMC1B
22	45809574	45828389	+	ENSG00000128408.9_4	RIBC2
22	45831744	45844624	-	ENSG00000232363.1_7	AL021391.1
22	45898118	45997015	+	ENSG00000077942.19_8	FBLN1
22	46000312	46001501	-	ENSG00000238120.1_7	LINC01589
22	46052899	46076010	+	ENSG00000280383.1_7	Z95331.1
22	46067678	46241187	+	ENSG00000130638.17_5	ATXN10
22	46188298	46189516	-	ENSG00000235347.1_5	Z84478.1
22	46271812	46275127	+	ENSG00000279954.1_6	BX324167.2
22	46271879	46287318	-	ENSG00000235091.2_7	BX324167.1
22	46316246	46373042	-	ENSG00000188064.10_7	WNT7B
22	46402496	46406657	+	ENSG00000280424.1_5	BX537318.2
22	46409486	46411378	+	ENSG00000273145.1_6	BX537318.1
22	46435787	46440733	-	ENSG00000231711.2_7	LINC00899
22	46445358	46450024	-	ENSG00000182257.8_6	PRR34
22	46448973	46449440	+	ENSG00000273289.1_6	AL121672.3
22	46449585	46453090	+	ENSG00000241990.5_7	PRR34-AS1
22	46449749	46509808	+	ENSG00000197182.14_4	MIRLET7BHG
22	46451620	46454040	-	ENSG00000231010.1_7	AL121672.1
22	46463236	46465771	-	ENSG00000235159.1_7	AL121672.2
22	46546424	46639653	+	ENSG00000186951.16_5	PPARA
22	46559202	46561246	+	ENSG00000280384.1_6	FP325332.1
22	46639908	46646208	-	ENSG00000205643.11_5	CDPF1
22	46651560	46659240	-	ENSG00000130943.7_3	PKDREJ
22	46663858	46689905	+	ENSG00000075234.17_5	TTC38
22	46691040	46692557	-	ENSG00000277232.2_4	GTSE1-DT
22	46692767	46726707	+	ENSG00000075218.19_4	GTSE1
22	46726772	46753237	+	ENSG00000100416.15_5	TRMU
22	46756731	46933067	-	ENSG00000075275.16_6	CELSR1
22	46877226	46877657	-	ENSG00000230634.1_5	AL031597.1
22	46937392	46944093	+	ENSG00000234869.1_6	AL021392.1
22	46971909	47075687	+	ENSG00000075240.17_4	GRAMD4
22	47080307	47134149	-	ENSG00000100422.14_4	CERK
22	47157791	47158460	-	ENSG00000260708.1_6	AL118516.1
22	47158514	47571342	+	ENSG00000054611.14_4	TBC1D22A
22	47309988	47311938	-	ENSG00000280080.2_5	TBC1D22A-AS1
22	47511734	47513113	-	ENSG00000278881.2_4	FP325331.1
22	47655116	47656757	+	ENSG00000280312.1_5	Z83836.1
22	47741319	47769291	+	ENSG00000224715.1_6	Z82186.1
22	47857048	47882860	-	ENSG00000218357.3_6	LINC01644
22	48007980	48027318	-	ENSG00000205634.7_6	LINC00898
22	48026576	48418772	+	ENSG00000224271.7_7	AL117329.1
22	48058308	48059352	-	ENSG00000232897.2_6	AL117329.2
22	48312477	48322013	+	ENSG00000279712.1_6	FP325330.3
22	48440527	48444366	-	ENSG00000235154.1_7	FP325330.1
22	48448463	48454092	+	ENSG00000278890.1_6	FP325330.2
22	48535278	48536818	-	ENSG00000238192.1_7	BX284656.2
22	48537359	48539046	+	ENSG00000229275.1_6	BX284656.1
22	48650715	48654928	-	ENSG00000285707.1_3	AL008720.1
22	48716224	48729011	-	ENSG00000288540.1_1	AL008720.2
22	48799274	48811383	+	ENSG00000285855.1_2	Z72006.1
22	48844702	48847029	+	ENSG00000233179.1_6	Z82249.1
22	48869947	48885136	-	ENSG00000287225.1_2	Z84468.2
22	48885272	49246724	+	ENSG00000219438.8_4	TAFA5
22	48934712	48943199	-	ENSG00000281732.1_7	Z84468.1
22	49262582	49294198	+	ENSG00000205632.4_5	LINC01310
22	49443296	49448361	-	ENSG00000286381.1_2	AL078622.1
22	49562347	49583988	-	ENSG00000285623.1_3	Z82202.2
22	49609837	49610173	-	ENSG00000226142.2_4	RPL35P8
22	49660127	49662006	+	ENSG00000280199.1_6	Z82202.1
22	49768827	49773011	+	ENSG00000285722.1_3	AC207130.1
22	49808173	50051190	-	ENSG00000188511.12_5	C22orf34
22	49894217	49895234	+	ENSG00000280224.1_6	AL008636.1
22	49927711	49928575	+	ENSG00000279597.1_6	AL031593.1
22	49942329	49950121	+	ENSG00000212939.2_6	Z97192.1
22	49965912	49969074	-	ENSG00000213279.2_8	Z97192.2
22	50006305	50009364	-	ENSG00000235111.1_8	Z97192.3
22	50055960	50058616	-	ENSG00000286393.1_2	Z97192.4
22	50111701	50118154	-	ENSG00000226954.1_7	AL023802.1
22	50151275	50152628	-	ENSG00000214727.2_5	RPL5P35
22	50166931	50221160	-	ENSG00000100425.18_4	BRD1
22	50199100	50200856	+	ENSG00000279345.1_6	Z98885.3
22	50210896	50211360	+	ENSG00000236867.1_5	Z98885.1
22	50226097	50232549	-	ENSG00000260613.2_7	Z98885.2
22	50239577	50239738	+	ENSG00000229409.1_5	AL117328.1
22	50245073	50247012	+	ENSG00000279494.1_8	AL117328.3
22	50247492	50283728	+	ENSG00000100426.7_4	ZBED4
22	50293877	50312086	-	ENSG00000182858.14_7	ALG12
22	50295876	50298224	+	ENSG00000273192.1_6	AL671710.1
22	50311815	50321188	+	ENSG00000184164.14_6	CRELD2
22	50326846	50327722	-	ENSG00000278869.1_6	BX539320.1
22	50354416	50357720	+	ENSG00000198355.5_3	PIM3
22	50432942	50451088	-	ENSG00000188263.10_3	IL17REL
22	50453552	50495364	-	ENSG00000138892.11_6	TTLL8
22	50497820	50524331	-	ENSG00000100427.15_4	MLC1
22	50528308	50600119	+	ENSG00000073146.16_4	MOV10L1
22	50531174	50534866	+	ENSG00000280395.1_7	AL034546.1
22	50609160	50618724	+	ENSG00000073150.14_5	PANX2
22	50624344	50638027	+	ENSG00000170638.9_3	TRABD
22	50630153	50630831	-	ENSG00000273188.1_6	AL022328.3
22	50637519	50639266	-	ENSG00000273253.2_7	AL022328.4
22	50639408	50656045	+	ENSG00000073169.14_6	SELENOO
22	50644014	50644491	-	ENSG00000272836.1_6	AL022328.1
22	50646890	50647971	-	ENSG00000273137.1_7	AL022328.2
22	50656118	50683452	-	ENSG00000128159.12_8	TUBGCP6
22	50683612	50689834	-	ENSG00000100429.18_5	HDAC10
22	50683879	50700145	-	ENSG00000188130.14_5	MAPK12
22	50702142	50709196	-	ENSG00000185386.15_4	MAPK11
22	50713408	50746075	-	ENSG00000196576.15_5	PLXNB2
22	50747459	50765441	-	ENSG00000205593.12_5	DENND6B
22	50753060	50754437	+	ENSG00000227484.1_6	CR559946.1
22	50754464	50755454	+	ENSG00000279182.1_6	CR559946.2
22	50781733	50883519	+	ENSG00000100239.16_6	PPP6R2
22	50883429	50913464	-	ENSG00000100241.21_6	SBF1
22	50919972	50924869	+	ENSG00000128165.9_3	ADM2
22	50925213	50929077	+	ENSG00000100253.13_4	MIOX
22	50941378	50946131	-	ENSG00000100258.18_6	LMF2
22	50946653	50963209	+	ENSG00000025770.19_5	NCAPH2
22	50961997	50964890	-	ENSG00000284194.2_6	SCO2
22	50962355	50963209	+	ENSG00000272821.1_6	U62317.2
22	50964181	50968461	-	ENSG00000025708.14_6	TYMP
22	50968139	50971009	-	ENSG00000177989.13_6	ODF3B
22	50979537	50981440	+	ENSG00000273272.2_7	U62317.4
22	50980734	50981335	-	ENSG00000272666.1_6	U62317.1
22	50984328	50989452	+	ENSG00000130487.9_3	KLHDC7B
22	50989541	51001348	-	ENSG00000217442.4_4	SYCE3
22	51007290	51016894	-	ENSG00000205560.12_4	CPT1B
22	51007298	51021394	-	ENSG00000254413.8_4	CHKB-CPT1B
22	51017378	51039884	-	ENSG00000100288.19_4	CHKB
22	51021455	51034063	+	ENSG00000205559.5_6	CHKB-DT
22	51035581	51036028	+	ENSG00000272940.1_6	U62317.3
22	51039222	51052409	+	ENSG00000008735.14_4	MAPK8IP2
22	51061182	51066601	-	ENSG00000100299.18_4	ARSA
22	51111142	51112602	+	ENSG00000286508.1_2	AC000050.3
22	51112843	51171726	+	ENSG00000251322.9_5	SHANK3
22	51174253	51176567	-	ENSG00000225929.1_7	AC000036.1
22	51176624	51183767	+	ENSG00000100312.11_3	ACR
22	51179021	51181948	-	ENSG00000254499.1_7	AC002056.2
22	51193103	51193862	-	ENSG00000213683.4_5	AC002056.1
22	51195376	51239737	+	ENSG00000184319.16_5	RPL23AP82
22	51205929	51222091	-	ENSG00000079974.17_4	RABL2B
X	2670089	2734541	+	ENSG00000124343.13_4	XG
X	2746863	2800861	+	ENSG00000056998.20_5	GYG2
X	2770781	2771801	-	ENSG00000235483.1_7	GYG2-AS1
X	2822013	2847390	-	ENSG00000006756.16_4	ARSD
X	2822945	2824122	+	ENSG00000229851.1_6	ARSD-AS1
X	2852562	2886516	-	ENSG00000157399.16_7	ARSL
X	2924654	2951612	+	ENSG00000205667.2_2	ARSH
X	2959512	3030768	+	ENSG00000062096.15_3	ARSF
X	3030941	3031637	-	ENSG00000230249.1_6	AC112653.1
X	3189585	3204179	+	ENSG00000228459.4_5	LINC01546
X	3226606	3264693	-	ENSG00000101825.8_4	MXRA5
X	3285190	3286423	+	ENSG00000213487.3_4	ASS1P4
X	3522381	3631690	-	ENSG00000183943.6_4	PRKX
X	3577528	3586233	+	ENSG00000236188.1_6	PRKX-AS1
X	3635190	3635641	+	ENSG00000182888.5_5	AC007685.1
X	3735569	3855896	-	ENSG00000285756.2_3	BX890604.2
X	3737965	3741939	+	ENSG00000286431.1_1	BX842570.1
X	3871097	3871602	+	ENSG00000225722.1_5	BX890604.1
X	4545241	4551613	-	ENSG00000236513.1_7	AC074035.1
X	5086959	5087480	-	ENSG00000235039.1_4	MTND6P12
X	5087553	5088686	+	ENSG00000226313.1_4	MTCYBP12
X	5223755	5225169	-	ENSG00000238193.1_5	AC112656.1
X	5571459	5644367	-	ENSG00000236120.7_7	AC110995.1
X	5758678	6146908	-	ENSG00000146938.16_7	NLGN4X
X	6340133	6340742	-	ENSG00000237730.1_5	AC078991.1
X	6451659	6453159	-	ENSG00000169059.12_5	VCX3A
X	6585906	7066231	-	ENSG00000130021.14_8	PUDP
X	6907370	6907824	+	ENSG00000237490.3_4	RPS27AP17
X	7031046	7031445	-	ENSG00000228550.1_5	AC073583.1
X	7065278	7772399	+	ENSG00000101846.7_3	STS
X	7407700	7409240	+	ENSG00000279682.1_5	AC120338.1
X	7810303	7812184	+	ENSG00000182583.12_5	VCX
X	7864555	7864763	-	ENSG00000274923.1_5	AC005296.1
X	7866288	7895780	-	ENSG00000006757.12_5	PNPLA4
X	7896484	8342427	+	ENSG00000285679.2_2	AC079142.1
X	8137985	8139308	-	ENSG00000177504.10_4	VCX2
X	8432871	8434551	+	ENSG00000205642.10_7	VCX3B
X	8455206	8472605	-	ENSG00000287171.1_2	AC006062.1
X	8496915	8700178	-	ENSG00000011201.12_5	ANOS1
X	8751555	8752502	-	ENSG00000225574.1_4	DRAXINP1
X	8758836	8769424	-	ENSG00000183304.10_3	FAM9A
X	8824706	8825100	-	ENSG00000231619.1_5	AC003685.2
X	8831902	8835642	-	ENSG00000229012.1_7	AC003685.1
X	8865683	8895194	-	ENSG00000285896.1_3	AC074281.2
X	8948466	8950546	-	ENSG00000225271.1_5	AC074281.1
X	8992273	9263722	-	ENSG00000177138.17_5	FAM9B
X	9101869	9101987	+	ENSG00000200852.1_1	RNA5SP499
X	9147426	9147647	+	ENSG00000219870.2_6	BRK1P1
X	9217960	9243246	+	ENSG00000228543.1_6	AC003684.1
X	9370791	9372842	+	ENSG00000232111.2_5	AC073488.1
X	9372994	9373771	+	ENSG00000282306.1_5	AC073488.7
X	9374065	9374818	+	ENSG00000282501.1_5	AC073488.9
X	9374992	9375748	+	ENSG00000282358.1_5	AC073488.8
X	9375901	9376678	+	ENSG00000282668.1_5	AC073488.10
X	9376858	9377611	+	ENSG00000282299.1_5	AC073488.5
X	9377788	9378541	+	ENSG00000282697.1_5	AC073488.11
X	9378829	9379585	+	ENSG00000282222.1_5	AC073488.4
X	9379741	9380518	+	ENSG00000281955.1_5	AC073488.3
X	9380812	9381562	+	ENSG00000281941.1_5	AC073488.2
X	9381856	9382609	+	ENSG00000282300.1_5	AC073488.6
X	9431335	9709077	+	ENSG00000101849.17_7	TBL1X
X	9693386	9754337	-	ENSG00000101850.13_5	GPR143
X	9754469	9917483	+	ENSG00000146950.13_3	SHROOM2
X	9786279	9787509	-	ENSG00000215319.2_4	EIF5P1
X	9833133	9833583	-	ENSG00000230326.1_4	HMGN1P33
X	9935398	9936392	+	ENSG00000234469.4_3	CLDN34
X	9983602	10112518	+	ENSG00000047644.18_3	WWC3
X	9992882	10006694	-	ENSG00000225076.1_7	WWC3-AS1
X	10124985	10205700	+	ENSG00000073464.12_6	CLCN4
X	10210379	10333363	+	ENSG00000227042.1_6	AC003666.1
